,ZipCode,NumReturns,Total_Income ($1k)
4746,31781,590,24397
4747,31781,250,3217
4748,31781,160,5988
4749,31781,90,5578
4750,31781,50,3948
4751,31781,40,5666
4752,31781,0,0
4754,31783,410,17876
4755,31783,170,2193
4756,31783,110,3962
4757,31783,70,4360
4758,31783,20,2145
4759,31783,40,5216
4760,31783,0,0
4762,31784,280,11462
4763,31784,120,1572
4764,31784,90,3073
4765,31784,30,2024
4766,31784,40,4793
4767,31784,0,0
4768,31784,0,0
4770,31787,570,25241
4771,31787,250,3218
4772,31787,160,5851
4773,31787,60,3942
4774,31787,40,3438
4775,31787,60,8792
4776,31787,0,0
4778,31788,3670,156316
4779,31788,1750,23425
4780,31788,1000,34645
4781,31788,380,23872
4782,31788,240,21109
4783,31788,250,33168
4784,31788,50,20097
4786,31789,550,22257
4787,31789,240,3021
4788,31789,150,5526
4789,31789,80,5145
4790,31789,40,3378
4791,31789,40,5187
4792,31789,0,0
4794,31790,700,32604
4795,31790,280,3577
4796,31790,180,6177
4797,31790,100,6109
4798,31790,70,6317
4799,31790,70,10424
4800,31790,0,0
4802,31791,4820,212550
4803,31791,2170,28582
4804,31791,1280,45762
4805,31791,580,35409
4806,31791,370,32434
4807,31791,350,45352
4808,31791,70,25011
4810,31792,9220,565818
4811,31792,4130,54739
4812,31792,2250,80609
4813,31792,1070,65321
4814,31792,570,49535
4815,31792,800,109652
4816,31792,400,205962
4818,31793,4100,255601
4819,31793,1480,19143
4820,31793,1010,36744
4821,31793,550,34121
4822,31793,390,34177
4823,31793,520,69690
4824,31793,150,61726
4826,31794,10500,465896
4827,31794,5410,70978
4828,31794,2540,90707
4829,31794,1070,66034
4830,31794,550,48377
4831,31794,720,95839
4832,31794,210,93961
4834,31795,870,35719
4835,31795,390,5225
4836,31795,250,8979
4837,31795,100,6044
4838,31795,60,5288
4839,31795,70,10183
4840,31795,0,0
4842,31796,450,21830
4843,31796,190,2525
4844,31796,110,3849
4845,31796,60,3518
4846,31796,30,2981
4847,31796,60,8957
4848,31796,0,0
4850,31798,410,21967
4851,31798,150,1815
4852,31798,130,4595
4853,31798,50,2944
4854,31798,30,2279
4855,31798,50,10334
4856,31798,0,0
4858,31801,1130,55266
4859,31801,480,6423
4860,31801,320,11539
4861,31801,150,9116
4862,31801,90,7266
4863,31801,90,20922
4864,31801,0,0
4866,31803,1770,74962
4867,31803,800,10999
4868,31803,500,17732
4869,31803,210,12744
4870,31803,110,9374
4871,31803,150,24113
4872,31803,0,0
4874,31804,2620,191398
4875,31804,790,9840
4876,31804,540,19729
4877,31804,370,23476
4878,31804,290,25280
4879,31804,530,73539
4880,31804,100,39534
4882,31805,1140,41175
4883,31805,570,7627
4884,31805,310,10996
4885,31805,130,7962
4886,31805,70,5958
4887,31805,60,8632
4888,31805,0,0
4890,31806,1670,79747
4891,31806,680,8984
4892,31806,450,16525
4893,31806,230,14312
4894,31806,140,12395
4895,31806,150,19551
4896,31806,20,7980
4898,31807,1230,88870
4899,31807,320,3712
4900,31807,250,9148
4901,31807,170,10649
4902,31807,180,16070
4903,31807,280,36430
4904,31807,30,12861
4906,31808,3710,336413
4907,31808,1000,11831
4908,31808,690,25966
4909,31808,550,34327
4910,31808,470,41372
4911,31808,770,105732
4912,31808,230,117185
4914,31811,2380,212793
4915,31811,770,9540
4916,31811,500,18453
4917,31811,320,19940
4918,31811,260,22910
4919,31811,410,56184
4920,31811,120,85766
4922,31812,200,7476
4923,31812,100,1296
4924,31812,60,2089
4925,31812,20,1400
4926,31812,20,2691
4927,31812,0,0
4928,31812,0,0
4930,31815,720,25949
4931,31815,350,4933
4932,31815,220,7618
4933,31815,60,3477
4934,31815,40,2956
4935,31815,50,6965
4936,31815,0,0
4938,31816,2120,85310
4939,31816,1020,14063
4940,31816,570,20261
4941,31816,250,15440
4942,31816,130,11621
4943,31816,120,16044
4944,31816,30,7881
4946,31820,5150,469828
4947,31820,1260,14560
4948,31820,800,29892
4949,31820,780,49494
4950,31820,660,58064
4951,31820,1230,171409
4952,31820,420,146409
4954,31822,2480,158038
4955,31822,940,11727
4956,31822,570,20600
4957,31822,310,19042
4958,31822,220,18975
4959,31822,330,44849
4960,31822,110,42845
4962,31823,360,15852
4963,31823,150,1915
4964,31823,90,3276
4965,31823,60,3682
4966,31823,30,2486
4967,31823,30,4493
4968,31823,0,0
4970,31824,580,21348
4971,31824,280,3927
4972,31824,170,5889
4973,31824,70,4234
4974,31824,30,2833
4975,31824,30,4465
4976,31824,0,0
4978,31825,780,28860
4979,31825,380,5316
4980,31825,210,7373
4981,31825,100,6192
4982,31825,40,3310
4983,31825,50,6669
4984,31825,0,0
4986,31826,820,33849
4987,31826,360,4894
4988,31826,240,8381
4989,31826,110,6638
4990,31826,50,4388
4991,31826,60,9548
4992,31826,0,0
4994,31827,770,26093
4995,31827,390,5536
4996,31827,220,7379
4997,31827,80,4858
4998,31827,40,3216
4999,31827,40,5104
5000,31827,0,0
5002,31829,720,53686
5003,31829,190,2038
5004,31829,140,5053
5005,31829,110,6838
5006,31829,100,8356
5007,31829,150,20253
5008,31829,30,11148
5010,31830,880,40948
5011,31830,380,5264
5012,31830,230,8411
5013,31830,110,6428
5014,31830,70,6256
5015,31830,90,14589
5016,31830,0,0
5018,31831,1510,94034
5019,31831,500,6331
5020,31831,330,12357
5021,31831,200,12362
5022,31831,150,13317
5023,31831,280,37571
5024,31831,50,12096
5026,31833,3000,150286
5027,31833,1370,18783
5028,31833,750,26856
5029,31833,360,21883
5030,31833,200,17067
5031,31833,250,34875
5032,31833,70,30822
5034,31836,400,16794
5035,31836,170,2337
5036,31836,100,3498
5037,31836,50,2774
5038,31836,40,3134
5039,31836,40,5051
5040,31836,0,0
5042,31901,2420,121855
5043,31901,1300,17668
5044,31901,520,18559
5045,31901,250,15464
5046,31901,140,12432
5047,31901,150,19572
5048,31901,60,38160
5050,31903,7110,156482
5051,31903,5080,70698
5052,31903,1570,53052
5053,31903,320,19654
5054,31903,90,7415
5055,31903,50,5663
5056,31903,0,0
5058,31904,13950,1135756
5059,31904,5710,75027
5060,31904,3230,116073
5061,31904,1670,103803
5062,31904,1000,87266
5063,31904,1430,197544
5064,31904,910,556043
5066,31905,4000,182552
5067,31905,920,14283
5068,31905,1710,63609
5069,31905,840,50754
5070,31905,330,28244
5071,31905,200,25662
5072,31905,0,0
5074,31906,9130,538261
5075,31906,5030,68950
5076,31906,2120,74334
5077,31906,690,42531
5078,31906,370,32737
5079,31906,570,78176
5080,31906,350,241533
5082,31907,24660,871844
5083,31907,12300,171667
5084,31907,7310,259587
5085,31907,2710,166061
5086,31907,1250,107363
5087,31907,980,126548
5088,31907,110,40618
5090,31909,16940,910179
5091,31909,5730,77449
5092,31909,4780,176665
5093,31909,2760,170973
5094,31909,1620,141136
5095,31909,1710,229512
5096,31909,340,114444
5098,39813,750,31874
5099,39813,360,5098
5100,39813,220,7945
5101,39813,70,4203
5102,39813,40,3253
5103,39813,60,11375
5104,39813,0,0
5106,39815,650,20541
5107,39815,330,4555
5108,39815,210,7174
5109,39815,60,3761
5110,39815,30,2293
5111,39815,20,2758
5112,39815,0,0
5114,39817,3820,131474
5115,39817,2070,28383
5116,39817,990,34655
5117,39817,380,23429
5118,39817,170,14427
5119,39817,210,30580
5120,39817,0,0
5122,39819,3980,191213
5123,39819,1920,26300
5124,39819,910,32222
5125,39819,460,28545
5126,39819,260,22923
5127,39819,330,44281
5128,39819,100,36942
5130,39823,3230,136863
5131,39823,1680,22969
5132,39823,800,28134
5133,39823,290,18202
5134,39823,170,14920
5135,39823,240,31922
5136,39823,50,20716
5138,39824,140,6212
5139,39824,50,745
5140,39824,70,2960
5141,39824,0,0
5142,39824,20,2507
5143,39824,0,0
5144,39824,0,0
5146,39825,500,22303
5147,39825,220,3040
5148,39825,130,4834
5149,39825,70,4158
5150,39825,30,2477
5151,39825,50,7794
5152,39825,0,0
5154,39826,250,10453
5155,39826,120,1747
5156,39826,80,2747
5157,39826,20,1308
5158,39826,30,4651
5159,39826,0,0
5160,39826,0,0
5162,39827,1440,67099
5163,39827,610,8107
5164,39827,390,14356
5165,39827,170,10589
5166,39827,120,10388
5167,39827,150,23659
5168,39827,0,0
5170,39828,5750,237413
5171,39828,2750,38240
5172,39828,1660,58886
5173,39828,590,36440
5174,39828,320,27716
5175,39828,350,45683
5176,39828,80,30448
5178,39834,860,40125
5179,39834,330,4317
5180,39834,250,8785
5181,39834,130,7772
5182,39834,70,5824
5183,39834,80,13427
5184,39834,0,0
5186,39836,170,7506
5187,39836,70,970
5188,39836,50,1637
5189,39836,20,1264
5190,39836,30,3635
5191,39836,0,0
5192,39836,0,0
5194,39837,2130,97502
5195,39837,980,13027
5196,39837,550,19749
5197,39837,230,14195
5198,39837,160,13632
5199,39837,170,22464
5200,39837,40,14435
5202,39840,1770,63882
5203,39840,930,12890
5204,39840,500,17925
5205,39840,160,9519
5206,39840,80,7058
5207,39840,100,16490
5208,39840,0,0
5210,39841,300,12896
5211,39841,140,1833
5212,39841,80,2858
5213,39841,50,3595
5214,39841,0,0
5215,39841,30,4610
5216,39841,0,0
5218,39842,3070,125589
5219,39842,1580,21885
5220,39842,840,29416
5221,39842,260,16138
5222,39842,160,13606
5223,39842,170,22771
5224,39842,60,21773
5226,39845,2900,130774
5227,39845,1380,18723
5228,39845,740,26566
5229,39845,310,19168
5230,39845,180,15827
5231,39845,240,32093
5232,39845,50,18397
5234,39846,760,30095
5235,39846,390,5486
5236,39846,210,7262
5237,39846,70,4493
5238,39846,30,2950
5239,39846,60,9904
5240,39846,0,0
5242,39851,810,26849
5243,39851,450,6341
5244,39851,210,7294
5245,39851,80,4852
5246,39851,30,2560
5247,39851,40,5802
5248,39851,0,0
5250,39854,830,30566
5251,39854,420,5935
5252,39854,220,7713
5253,39854,90,5387
5254,39854,50,4483
5255,39854,50,7048
5256,39854,0,0
5258,39859,480,22836
5259,39859,200,2665
5260,39859,120,4081
5261,39859,60,3438
5262,39859,40,3009
5263,39859,60,9643
5264,39859,0,0
5266,39861,330,14607
5267,39861,140,1870
5268,39861,90,3465
5269,39861,40,2236
5270,39861,20,1733
5271,39861,40,5303
5272,39861,0,0
5274,39862,500,21287
5275,39862,220,3034
5276,39862,160,5874
5277,39862,60,4016
5278,39862,30,2647
5279,39862,30,5716
5280,39862,0,0
5282,39866,210,8488
5283,39866,90,1343
5284,39866,60,2074
5285,39866,20,1383
5286,39866,40,3688
5287,39866,0,0
5288,39866,0,0
5290,39867,180,5884
5291,39867,90,1306
5292,39867,60,2019
5293,39867,30,2559
5294,39867,0,0
5295,39867,0,0
5296,39867,0,0
5298,39870,770,31930
5299,39870,370,5169
5300,39870,210,7509
5301,39870,100,6160
5302,39870,40,3573
5303,39870,50,9519
5304,39870,0,0
5306,39877,160,7194
5307,39877,70,1021
5308,39877,40,1481
5309,39877,30,2178
5310,39877,0,0
5311,39877,20,2514
5312,39877,0,0
5314,39886,580,24065
5315,39886,270,3627
5316,39886,170,5905
5317,39886,60,3566
5318,39886,30,2523
5319,39886,50,8444
5320,39886,0,0
5322,39897,1320,61535
5323,39897,510,6658
5324,39897,370,13413
5325,39897,210,12947
5326,39897,100,8263
5327,39897,130,20254
5328,39897,0,0
5330,99999,58000,4790228
5331,99999,23380,316723
5332,99999,15400,556132
5333,99999,7640,471729
5334,99999,4010,348015
5335,99999,5080,692173
5336,99999,2490,2405456
